"date","adult_icu_crci_patients","adult_icu_non_crci_patients","available_adult_icu_beds","total_adult_icu_patients","total_adult_icu_beds","ped_icu_crci_patients","ped_icu_non_crci_patients","available_ped_icu_beds","total_ped_icu_patients","total_ped_icu_beds"
"2020-05-01",244,1154,614,1398,2012,0,51,38,51,89
"2020-05-02",236,1210,566,1446,2012,0,56,33,56,89
"2020-05-03",246,1211,555,1457,2012,0,54,35,54,89
"2020-05-04",243,1197,572,1440,2012,0,56,33,56,89
"2020-05-05",243,1252,517,1495,2012,0,59,30,59,89
"2020-05-06",240,1247,525,1487,2012,0,56,33,56,89
"2020-05-07",234,1195,583,1429,2012,0,48,41,48,89
"2020-05-08",230,1194,588,1424,2012,0,54,35,54,89
"2020-05-09",218,1189,605,1407,2012,0,55,34,55,89
"2020-05-10",211,1206,595,1417,2012,0,50,39,50,89
"2020-05-11",215,1188,609,1403,2012,0,44,45,44,89
"2020-05-12",211,1260,541,1471,2012,0,51,38,51,89
"2020-05-13",207,1280,525,1487,2012,0,62,27,62,89
"2020-05-14",201,1285,526,1486,2012,0,50,39,50,89
"2020-05-15",194,1284,534,1478,2012,0,56,33,56,89
"2020-05-16",196,1273,543,1469,2012,0,59,30,59,89
"2020-05-17",188,1236,588,1424,2012,0,54,35,54,89
"2020-05-18",190,1219,603,1409,2012,0,50,39,50,89
"2020-05-19",192,1238,582,1430,2012,0,46,43,46,89
"2020-05-20",185,1281,546,1466,2012,0,46,43,46,89
"2020-05-21",181,1297,534,1478,2012,0,48,41,48,89
"2020-05-22",176,1282,554,1458,2012,0,51,38,51,89
"2020-05-23",175,1296,541,1471,2012,0,55,34,55,89
"2020-05-24",176,1328,508,1504,2012,0,53,36,53,89
"2020-05-25",175,1306,531,1481,2012,0,52,37,52,89
"2020-05-26",172,1369,471,1541,2012,0,51,38,51,89
"2020-05-27",173,1347,492,1520,2012,0,52,37,52,89
"2020-05-28",163,1399,450,1562,2012,0,55,34,55,89
"2020-05-29",159,1373,480,1532,2012,0,59,30,59,89
"2020-05-30",155,1344,513,1499,2012,0,55,34,55,89
"2020-05-31",156,1287,569,1443,2012,0,51,38,51,89
"2020-06-01",161,1281,570,1442,2012,0,51,38,51,89
"2020-06-02",160,1356,496,1516,2012,0,54,35,54,89
"2020-06-03",158,1370,484,1528,2012,0,51,38,51,89
"2020-06-04",152,1348,512,1500,2012,0,54,35,54,89
"2020-06-05",149,1361,502,1510,2012,0,55,34,55,89
"2020-06-06",146,1363,503,1509,2012,0,59,30,59,89
"2020-06-07",142,1348,522,1490,2012,0,54,35,54,89
"2020-06-08",143,1329,540,1472,2012,0,54,35,54,89
"2020-06-09",141,1386,485,1527,2012,0,57,32,57,89
"2020-06-10",144,1392,476,1536,2012,0,59,30,59,89
"2020-06-11",145,1419,448,1564,2012,0,48,41,48,89
"2020-06-12",140,1365,507,1505,2012,0,50,39,50,89
"2020-06-13",136,1359,517,1495,2012,0,46,43,46,89
"2020-06-14",128,1345,539,1473,2012,0,50,39,50,89
"2020-06-15",129,1321,562,1450,2012,0,47,42,47,89
"2020-06-16",126,1368,518,1494,2012,0,48,41,48,89
"2020-06-17",118,1422,472,1540,2012,0,53,36,53,89
"2020-06-18",111,1466,435,1577,2012,0,51,38,51,89
"2020-06-19",108,1451,453,1559,2012,0,49,40,49,89
"2020-06-20",108,1452,452,1560,2012,0,47,42,47,89
"2020-06-21",114,1423,475,1537,2012,0,44,45,44,89
"2020-06-22",107,1389,516,1496,2012,0,45,44,45,89
"2020-06-23",106,1441,465,1547,2012,0,45,44,45,89
"2020-06-24",101,1463,448,1564,2012,0,46,43,46,89
"2020-06-25",96,1429,487,1525,2012,1,46,42,47,89
"2020-06-26",90,1422,500,1512,2012,1,52,36,53,89
"2020-06-27",85,1404,523,1489,2012,1,50,38,51,89
"2020-06-28",85,1406,521,1491,2012,1,42,46,43,89
"2020-06-29",81,1439,492,1520,2012,1,42,46,43,89
"2020-06-30",73,1471,468,1544,2012,1,47,41,48,89
"2020-07-01",69,1450,493,1519,2012,1,49,39,50,89
"2020-07-02",70,1395,547,1465,2012,1,43,45,44,89
"2020-07-03",70,1412,530,1482,2012,0,47,42,47,89
"2020-07-04",69,1405,538,1474,2012,0,51,38,51,89
"2020-07-05",67,1412,533,1479,2012,0,43,46,43,89
"2020-07-06",64,1459,489,1523,2012,0,44,45,44,89
"2020-07-07",61,1509,442,1570,2012,0,44,45,44,89
"2020-07-08",61,1548,403,1609,2012,0,47,42,47,89
"2020-07-09",58,1521,433,1579,2012,0,50,39,50,89
"2020-07-10",60,1514,438,1574,2012,0,48,41,48,89
"2020-07-11",57,1473,482,1530,2012,0,46,43,46,89
"2020-07-12",55,1456,501,1511,2012,0,42,47,42,89
"2020-07-13",53,1478,481,1531,2012,0,42,47,42,89
"2020-07-14",55,1500,457,1555,2012,0,56,33,56,89
"2020-07-15",55,1533,424,1588,2012,0,48,41,48,89
"2020-07-16",50,1512,450,1562,2012,0,45,44,45,89
"2020-07-17",52,1511,449,1563,2012,0,51,38,51,89
"2020-07-18",53,1493,466,1546,2012,0,50,39,50,89
"2020-07-19",53,1469,490,1522,2012,0,45,44,45,89
"2020-07-20",55,1462,495,1517,2012,0,42,47,42,89
"2020-07-21",55,1502,455,1557,2012,0,51,38,51,89
"2020-07-22",57,1504,451,1561,2012,0,51,38,51,89
"2020-07-23",55,1500,457,1555,2012,0,49,40,49,89
"2020-07-24",50,1472,490,1522,2012,0,46,43,46,89
"2020-07-25",47,1482,483,1529,2012,0,46,43,46,89
"2020-07-26",46,1451,515,1497,2012,0,39,50,39,89
"2020-07-27",47,1453,512,1500,2012,0,42,47,42,89
"2020-07-28",45,1542,425,1587,2012,1,41,47,42,89
"2020-07-29",42,1536,434,1578,2012,1,45,43,46,89
"2020-07-30",38,1541,433,1579,2012,1,48,40,49,89
"2020-07-31",40,1514,458,1554,2012,1,49,39,50,89
"2020-08-01",39,1500,473,1539,2012,1,47,41,48,89
"2020-08-02",41,1448,523,1489,2012,0,43,46,43,89
"2020-08-03",40,1435,537,1475,2012,0,34,55,34,89
"2020-08-04",40,1482,490,1522,2012,0,35,54,35,89
"2020-08-05",41,1542,429,1583,2012,0,38,51,38,89
"2020-08-06",38,1529,445,1567,2012,0,45,44,45,89
"2020-08-07",38,1526,448,1564,2012,0,51,38,51,89
"2020-08-08",38,1501,473,1539,2012,0,49,40,49,89
"2020-08-09",38,1475,499,1513,2012,0,45,44,45,89
"2020-08-10",37,1482,493,1519,2012,0,41,48,41,89
"2020-08-11",34,1541,437,1575,2012,0,43,46,43,89
"2020-08-12",33,1545,434,1578,2012,0,49,40,49,89
"2020-08-13",31,1512,469,1543,2012,0,47,42,47,89
"2020-08-14",28,1482,502,1510,2012,0,46,43,46,89
"2020-08-15",29,1491,492,1520,2012,0,48,41,48,89
"2020-08-16",30,1502,480,1532,2012,0,37,52,37,89
"2020-08-17",28,1515,469,1543,2012,0,41,48,41,89
"2020-08-18",26,1552,434,1578,2012,0,46,43,46,89
"2020-08-19",26,1566,420,1592,2012,0,50,39,50,89
"2020-08-20",27,1541,444,1568,2012,0,46,43,46,89
"2020-08-21",26,1554,432,1580,2012,0,46,43,46,89
"2020-08-22",25,1538,449,1563,2012,0,45,44,45,89
"2020-08-23",21,1503,488,1524,2012,0,37,52,37,89
"2020-08-24",23,1526,463,1549,2012,0,43,46,43,89
"2020-08-25",24,1590,398,1614,2012,0,41,48,41,89
"2020-08-26",24,1592,396,1616,2012,0,42,47,42,89
"2020-08-27",26,1573,413,1599,2012,0,49,40,49,89
"2020-08-28",25,1556,431,1581,2012,0,53,36,53,89
"2020-08-29",28,1528,456,1556,2012,0,52,37,52,89
"2020-08-30",30,1551,431,1581,2012,0,46,43,46,89
"2020-08-31",29,1523,460,1552,2012,0,47,42,47,89
"2020-09-01",29,1524,459,1553,2012,0,51,38,51,89
"2020-09-02",21,1560,431,1581,2012,0,48,41,48,89
"2020-09-03",20,1512,480,1532,2012,0,53,36,53,89
"2020-09-04",24,1517,471,1541,2012,0,50,39,50,89
"2020-09-05",23,1522,467,1545,2012,0,53,36,53,89
"2020-09-06",24,1524,464,1548,2012,0,48,41,48,89
"2020-09-07",24,1518,470,1542,2012,0,44,45,44,89
"2020-09-08",25,1534,453,1559,2012,0,45,44,45,89
"2020-09-09",24,1562,426,1586,2012,0,51,38,51,89
"2020-09-10",23,1591,398,1614,2012,0,59,30,59,89
"2020-09-11",25,1575,412,1600,2012,0,60,29,60,89
"2020-09-12",18,1548,446,1566,2012,0,50,39,50,89
"2020-09-13",20,1532,460,1552,2012,0,43,46,43,89
"2020-09-14",23,1543,446,1566,2012,1,46,42,47,89
"2020-09-15",25,1586,401,1611,2012,1,52,36,53,89
"2020-09-16",27,1600,385,1627,2012,1,59,29,60,89
"2020-09-17",27,1589,396,1616,2012,1,56,32,57,89
"2020-09-18",27,1588,397,1615,2012,1,54,34,55,89
"2020-09-19",28,1572,412,1600,2012,1,55,33,56,89
"2020-09-20",31,1559,422,1590,2012,0,44,45,44,89
"2020-09-21",30,1536,446,1566,2012,0,44,45,44,89
"2020-09-22",30,1585,397,1615,2012,0,50,39,50,89
"2020-09-23",30,1616,366,1646,2012,0,47,42,47,89
"2020-09-24",33,1606,373,1639,2012,0,46,43,46,89
"2020-09-25",31,1606,375,1637,2012,0,50,39,50,89
"2020-09-26",34,1605,373,1639,2012,0,46,43,46,89
"2020-09-27",34,1571,407,1605,2012,0,45,44,45,89
"2020-09-28",35,1567,410,1602,2012,0,46,43,46,89
"2020-09-29",34,1631,347,1665,2012,0,48,41,48,89
"2020-09-30",39,1624,349,1663,2012,0,52,37,52,89
"2020-10-01",41,1625,346,1666,2012,0,58,31,58,89
"2020-10-02",44,1623,345,1667,2012,0,57,32,57,89
"2020-10-03",47,1570,395,1617,2012,0,56,33,56,89
"2020-10-04",48,1539,425,1587,2012,0,55,34,55,89
"2020-10-05",48,1579,385,1627,2012,0,49,40,49,89
"2020-10-06",45,1611,356,1656,2012,0,55,34,55,89
"2020-10-07",48,1623,341,1671,2012,0,58,31,58,89
"2020-10-08",53,1618,341,1671,2012,0,58,31,58,89
"2020-10-09",52,1580,384,1632,2016,0,53,36,53,89
"2020-10-10",53,1551,412,1604,2016,0,54,35,54,89
"2020-10-11",57,1497,462,1554,2016,0,47,42,47,89
"2020-10-12",58,1489,469,1547,2016,0,47,42,47,89
"2020-10-13",65,1519,432,1584,2016,0,37,52,37,89
"2020-10-14",68,1517,431,1585,2016,0,40,49,40,89
"2020-10-15",67,1587,364,1654,2018,0,53,36,53,89
"2020-10-16",72,1579,367,1651,2018,0,57,32,57,89
"2020-10-17",77,1557,384,1634,2018,0,51,38,51,89
"2020-10-18",76,1565,377,1641,2018,0,48,41,48,89
"2020-10-19",74,1575,412,1649,2061,0,49,40,49,89
"2020-10-20",77,1579,405,1656,2061,0,51,38,51,89
"2020-10-21",76,1620,365,1696,2061,0,58,31,58,89
"2020-10-22",83,1604,374,1687,2061,0,55,34,55,89
"2020-10-23",87,1548,426,1635,2061,0,58,31,58,89
"2020-10-24",90,1548,423,1638,2061,0,42,47,42,89
"2020-10-25",86,1553,422,1639,2061,0,43,46,43,89
"2020-10-26",85,1553,423,1638,2061,0,37,52,37,89
"2020-10-27",82,1588,391,1670,2061,0,37,52,37,89
"2020-10-28",79,1618,364,1697,2061,0,47,42,47,89
"2020-10-29",85,1592,384,1677,2061,1,50,38,51,89
"2020-10-30",84,1608,369,1692,2061,2,49,38,51,89
"2020-10-31",82,1573,406,1655,2061,1,51,37,52,89
"2020-11-01",81,1555,425,1636,2061,1,43,45,44,89
"2020-11-02",85,1599,377,1684,2061,1,41,47,42,89
"2020-11-03",85,1629,347,1714,2061,0,48,41,48,89
"2020-11-04",85,1611,365,1696,2061,0,51,38,51,89
"2020-11-05",97,1592,419,1689,2108,0,54,39,54,93
"2020-11-06",97,1601,410,1698,2108,0,53,40,53,93
"2020-11-07",101,1576,431,1677,2108,0,53,40,53,93
"2020-11-08",99,1554,455,1653,2108,0,51,42,51,93
"2020-11-09",96,1566,460,1662,2122,0,49,44,49,93
"2020-11-10",93,1610,419,1703,2122,0,43,50,43,93
"2020-11-11",98,1626,398,1724,2122,1,53,39,54,93
"2020-11-12",107,1605,410,1712,2122,0,53,40,53,93
"2020-11-13",113,1562,447,1675,2122,1,56,36,57,93
"2020-11-14",115,1547,460,1662,2122,1,53,39,54,93
"2020-11-15",126,1565,431,1691,2122,1,48,44,49,93
"2020-11-16",133,1556,433,1689,2122,1,45,47,46,93
"2020-11-17",136,1580,412,1716,2128,1,56,36,57,93
"2020-11-18",136,1590,402,1726,2128,1,56,36,57,93
"2020-11-19",153,1584,391,1737,2128,1,64,28,65,93
"2020-11-20",150,1536,443,1686,2129,1,58,34,59,93
"2020-11-21",152,1516,461,1668,2129,1,58,34,59,93
"2020-11-22",153,1499,477,1652,2129,1,58,34,59,93
"2020-11-23",162,1488,479,1650,2129,1,58,34,59,93
"2020-11-24",165,1519,445,1684,2129,1,61,31,62,93
"2020-11-25",165,1538,426,1703,2129,1,64,28,65,93
"2020-11-26",156,1549,424,1705,2129,0,61,32,61,93
"2020-11-27",159,1567,403,1726,2129,0,59,34,59,93
"2020-11-28",160,1507,462,1667,2129,0,56,37,56,93
"2020-11-29",165,1525,439,1690,2129,0,59,34,59,93
"2020-11-30",177,1513,439,1690,2129,0,56,37,56,93
"2020-12-01",193,1549,394,1742,2136,0,61,32,61,93
"2020-12-02",190,1555,391,1745,2136,0,62,31,62,93
"2020-12-03",205,1516,415,1721,2136,1,58,34,59,93
"2020-12-04",216,1493,427,1709,2136,1,51,41,52,93
"2020-12-05",213,1476,447,1689,2136,0,49,44,49,93
"2020-12-06",216,1473,447,1689,2136,0,51,42,51,93
"2020-12-07",226,1463,447,1689,2136,0,49,44,49,93
"2020-12-08",232,1484,420,1716,2136,0,55,38,55,93
"2020-12-09",231,1500,405,1731,2136,2,59,32,61,93
"2020-12-10",240,1495,401,1735,2136,1,54,38,55,93
"2020-12-11",250,1495,391,1745,2136,1,53,39,54,93
"2020-12-12",252,1464,420,1716,2136,1,55,37,56,93
"2020-12-13",269,1438,429,1707,2136,2,51,40,53,93
"2020-12-14",262,1428,446,1690,2136,2,52,39,54,93
"2020-12-15",267,1498,371,1765,2136,2,54,37,56,93
"2020-12-16",275,1482,379,1757,2136,2,61,30,63,93
"2020-12-17",280,1487,369,1767,2136,2,65,26,67,93
"2020-12-18",277,1473,386,1750,2136,1,60,32,61,93
"2020-12-19",270,1486,380,1756,2136,1,62,30,63,93
"2020-12-20",276,1426,434,1702,2136,1,56,36,57,93
"2020-12-21",278,1411,447,1689,2136,2,54,37,56,93
"2020-12-22",287,1425,424,1712,2136,1,55,37,56,93
"2020-12-23",291,1384,461,1675,2136,0,56,37,56,93
"2020-12-24",297,1341,498,1638,2136,0,54,39,54,93
"2020-12-25",298,1286,552,1584,2136,0,46,47,46,93
"2020-12-26",307,1253,576,1560,2136,0,46,47,46,93
"2020-12-27",303,1297,536,1600,2136,0,45,48,45,93
"2020-12-28",314,1306,516,1620,2136,1,45,47,46,93
"2020-12-29",323,1362,451,1685,2136,1,45,47,46,93
"2020-12-30",341,1371,424,1712,2136,1,44,48,45,93
"2020-12-31",353,1364,419,1717,2136,1,47,45,48,93
"2021-01-01",353,1287,496,1640,2136,2,45,46,47,93
"2021-01-02",342,1293,501,1635,2136,2,43,48,45,93
"2021-01-03",350,1312,474,1662,2136,2,43,48,45,93
"2021-01-04",353,1317,466,1670,2136,2,46,45,48,93
"2021-01-05",373,1349,414,1722,2136,2,50,41,52,93
"2021-01-06",378,1385,373,1763,2136,3,57,33,60,93
"2021-01-07",379,1422,335,1801,2136,3,60,30,63,93
"2021-01-08",390,1378,368,1768,2136,4,57,32,61,93
"2021-01-09",406,1353,377,1759,2136,3,65,25,68,93
"2021-01-10",409,1321,406,1730,2136,2,51,40,53,93
"2021-01-11",411,1345,380,1756,2136,1,45,47,46,93
"2021-01-12",411,1372,353,1783,2136,0,50,43,50,93
"2021-01-13",408,1408,320,1816,2136,1,48,44,49,93
"2021-01-14",413,1391,332,1804,2136,0,52,41,52,93
"2021-01-15",412,1378,346,1790,2136,1,57,35,58,93
"2021-01-16",421,1391,324,1812,2136,0,51,42,51,93
"2021-01-17",415,1367,354,1782,2136,0,50,43,50,93
"2021-01-18",416,1358,362,1774,2136,0,54,39,54,93
"2021-01-19",420,1360,370,1780,2150,0,48,45,48,93
"2021-01-20",415,1372,363,1787,2150,1,50,42,51,93
"2021-01-21",408,1364,378,1772,2150,2,62,29,64,93
"2021-01-22",405,1378,367,1783,2150,1,50,42,51,93
"2021-01-23",417,1362,371,1779,2150,1,48,44,49,93
"2021-01-24",412,1344,394,1756,2150,1,47,45,48,93
"2021-01-25",417,1325,408,1742,2150,1,48,44,49,93
"2021-01-26",404,1361,385,1765,2150,1,52,40,53,93
"2021-01-27",400,1380,370,1780,2150,0,57,36,57,93
"2021-01-28",386,1363,401,1749,2150,0,54,39,54,93
"2021-01-29",391,1376,383,1767,2150,0,56,37,56,93
"2021-01-30",385,1341,424,1726,2150,0,52,41,52,93
"2021-01-31",384,1328,438,1712,2150,1,47,45,48,93
"2021-02-01",382,1298,470,1680,2150,1,51,41,52,93
"2021-02-02",368,1383,400,1751,2151,1,52,40,53,93
"2021-02-03",366,1417,368,1783,2151,2,55,36,57,93
"2021-02-04",355,1441,592,1796,2388,1,58,34,59,93
"2021-02-05",358,1432,598,1790,2388,1,53,39,54,93
"2021-02-06",363,1454,571,1817,2388,1,52,40,53,93
"2021-02-07",371,1404,613,1775,2388,1,49,43,50,93
"2021-02-08",369,1423,623,1792,2415,1,50,42,51,93
"2021-02-09",349,1443,619,1792,2411,0,54,39,54,93
"2021-02-10",340,1464,607,1804,2411,1,44,48,45,93
"2021-02-11",330,1444,637,1774,2411,1,47,45,48,93
"2021-02-12",327,1475,609,1802,2411,1,50,42,51,93
"2021-02-13",321,1457,633,1778,2411,1,53,39,54,93
"2021-02-14",328,1418,665,1746,2411,1,46,46,47,93
"2021-02-15",330,1386,695,1716,2411,1,46,46,47,93
"2021-02-16",331,1438,642,1769,2411,2,45,46,47,93
"2021-02-17",332,1474,605,1806,2411,2,52,39,54,93
"2021-02-18",315,1459,637,1774,2411,1,53,39,54,93
"2021-02-19",306,1472,497,1778,2275,1,65,27,66,93
"2021-02-20",293,1462,520,1755,2275,1,58,34,59,93
"2021-02-21",306,1439,530,1745,2275,1,52,40,53,93
"2021-02-22",309,1417,549,1726,2275,1,55,37,56,93
"2021-02-23",312,1477,486,1789,2275,1,60,32,61,93
"2021-02-24",315,1495,465,1810,2275,1,57,35,58,93
"2021-02-25",312,1487,476,1799,2275,1,58,34,59,93
"2021-02-26",317,1477,481,1794,2275,0,63,30,63,93
"2021-02-27",308,1496,471,1804,2275,0,65,28,65,93
"2021-02-28",321,1489,465,1810,2275,1,56,36,57,93
"2021-03-01",310,1451,514,1761,2275,1,50,42,51,93
"2021-03-02",310,1506,459,1816,2275,0,54,39,54,93
"2021-03-03",301,1496,478,1797,2275,0,62,31,62,93
"2021-03-04",306,1478,491,1784,2275,0,63,30,63,93
"2021-03-05",312,1483,489,1795,2284,0,55,38,55,93
"2021-03-06",312,1458,514,1770,2284,0,53,40,53,93
"2021-03-07",308,1403,573,1711,2284,0,53,40,53,93
"2021-03-08",318,1381,585,1699,2284,0,53,40,53,93
"2021-03-09",326,1447,511,1773,2284,0,64,29,64,93
"2021-03-10",309,1476,499,1785,2284,0,68,25,68,93
"2021-03-11",308,1509,467,1817,2284,0,63,30,63,93
"2021-03-12",314,1474,532,1788,2320,0,64,29,64,93
"2021-03-13",308,1435,571,1743,2314,0,59,34,59,93
"2021-03-14",316,1422,576,1738,2314,0,57,36,57,93
"2021-03-15",329,1431,554,1760,2314,0,47,46,47,93
"2021-03-16",325,1415,574,1740,2314,0,52,41,52,93
"2021-03-17",334,1440,545,1774,2319,0,57,36,57,93
"2021-03-18",341,1442,536,1783,2319,0,55,38,55,93
"2021-03-19",345,1449,525,1794,2319,1,52,40,53,93
"2021-03-20",334,1435,550,1769,2319,1,57,35,58,93
"2021-03-21",340,1409,570,1749,2319,0,50,43,50,93
"2021-03-22",331,1417,571,1748,2319,0,53,40,53,93
"2021-03-23",355,1454,510,1809,2319,2,61,30,63,93
"2021-03-24",362,1433,524,1795,2319,1,61,31,62,93
"2021-03-25",360,1449,510,1809,2319,0,54,39,54,93
"2021-03-26",384,1487,448,1871,2319,0,57,36,57,93
"2021-03-27",392,1373,554,1765,2319,0,54,39,54,93
"2021-03-28",392,1380,547,1772,2319,1,44,48,45,93
"2021-03-29",408,1378,533,1786,2319,1,43,49,44,93
"2021-03-30",411,1408,500,1819,2319,0,53,40,53,93
"2021-03-31",424,1399,496,1823,2319,0,51,42,51,93
"2021-04-01",433,1388,498,1821,2319,0,55,38,55,93
"2021-04-02",435,1385,505,1820,2325,0,57,36,57,93
